video_id,video_title,question_id,question,answer,difficulty,normalized_answer,normalized_question,is_aligned
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q105,ما النص الحرفي المذكور في هذه الفقرة؟,"المخصصة للبيض في ""نورث كارولينا""،",Easy,المخصصه للبيض في نورث كارولينا ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q106,ماذا ورد في هذا الموضع من النص؟,وهنا، بيبدأ تحدي مباشر لقوانين الفصل،,Medium,وهنا ، بيبدا تحدي مباشر القوانين الفصل ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q107,ما الجملة المذكورة في هذا السياق؟,"احترامًا للي ""مارتن لوثر كينج"" كان بيقوله",Easy,احتراما للي مارتن لوثر كينج كان بيقوله,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q108,كيف صيغت العبارة هنا؟,"محتاجين نلتزم السلمية.""",Medium,محتاجين نلتزم السلميه .,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q109,ما الذي قيل في هذا الجزء؟,في التعامل مع المُواطن الأمريكي لا يُحتمل،,Easy,في التعامل مع المواطن الامريكي لا يحتمل ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q110,ما النص الحرفي المذكور في هذه الفقرة؟,اللي فيها حرية،,Medium,اللي فيها حريه ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q111,ماذا ورد في هذا الموضع من النص؟,إن فيه طريق أفضل،,Easy,ان فيه طريق افضل ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q112,ما الجملة المذكورة في هذا السياق؟,فيه هؤلاء الناس المحرومين من هذا الحلم؟!,Medium,فيه هولاء الناس المحرومين من هذا الحلم ؟ !,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q113,كيف صيغت العبارة هنا؟,ويرجّع للإمبراطورية توازنها.,Easy,ويرجع للامبراطوريه توازنها .,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q114,ما الذي قيل في هذا الجزء؟,"- ""مين يا (أبو حميد)؟""",Medium,- مين يا ؟,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q115,ما النص الحرفي المذكور في هذه الفقرة؟,"ونخش بيت عيلة ""كينيدي""،",Easy,ونخش بيت عيله كينيدي ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q116,ماذا ورد في هذا الموضع من النص؟,رجُل من أصل أيرلندي كاثوليكي،,Medium,رجل من اصل ايرلندي كاثوليكي ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q117,ما الجملة المذكورة في هذا السياق؟,مش accepted!,Easy,مش accepted !,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q118,كيف صيغت العبارة هنا؟,ما كانتش قابلاه،,Medium,ما كانتش قابلاه ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q119,ما الذي قيل في هذا الجزء؟,زي ما تقول كدا، أشعل نار جواه,Easy,زي ما تقول كدا ، اشعل نار جواه,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q120,ما النص الحرفي المذكور في هذه الفقرة؟,كان ابن مثالي،,Medium,كان ابن مثالي ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q121,ماذا ورد في هذا الموضع من النص؟,اللي بيضعف المناعة.,Easy,اللي بيضعف المناعه .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q122,ما الجملة المذكورة في هذا السياق؟,كان بيقضّيها في المستشفيات.,Medium,كان بيقضيها في المستشفيات .,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q123,كيف صيغت العبارة هنا؟,قاعد على السرير كدا،,Easy,قاعد علي السرير كدا ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q124,ما الذي قيل في هذا الجزء؟,ويخش لأخوه وصاحبه يضرب معاه،,Medium,ويخش لاخوه وصاحبه يضرب معاه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q125,ما النص الحرفي المذكور في هذه الفقرة؟,إن هو اللي هيكسب في الخناقة.,Easy,ان هو اللي هيكسب في الخناقه .,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q126,ماذا ورد في هذا الموضع من النص؟,هيخلّيه يخرج من عباية أبوه،,Medium,هيخليه يخرج من عبايه ابوه ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q127,ما الجملة المذكورة في هذا السياق؟,تخش الحرب العالمية التانية،,Easy,تخش الحرب العالميه والتانيه ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q128,كيف صيغت العبارة هنا؟,كان بينتقد العزلة الأمريكية،,Medium,كان بينتقد العزله الامريكي ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q129,ما الذي قيل في هذا الجزء؟,لا، دا بيهدد العالّم كله؟!,Easy,لا ، دا بيهدد العالم كله ؟ !,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q130,ما النص الحرفي المذكور في هذه الفقرة؟,لحد سنة 1944،,Medium,لحد سنه 1944 ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q131,ماذا ورد في هذا الموضع من النص؟,"بتنتهي، يا عزيزي، بوفاة أخوه ""جو جونيور"".",Easy,بتنتهي ، يا عزيزي ، بوفاه اخوه جو جونيور .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q132,ما الجملة المذكورة في هذا السياق؟,كانت في مهمة انتحارية،,Medium,كانت في مهمه انتحاريه ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q133,كيف صيغت العبارة هنا؟,قبل ما يلحق ينُط منها،,Easy,قبل ما يلحق ينط منها ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q134,ما الذي قيل في هذا الجزء؟,"في إنه يبقى عنده ابن رئيس ""أمريكا"" القادم،",Medium,في انه يبقي عنده ابن رييس امريكا القادم ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q135,ما النص الحرفي المذكور في هذه الفقرة؟,"عن الحلم الأمريكي، اللي أنا كنت مربّيه!""",Easy,عن الحلم الامريكي ، اللي انا كنت مربيه !,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q136,ماذا ورد في هذا الموضع من النص؟,نجح إنه ينقذ الباقيين اللي معاه.,Medium,نجح انه ينقذ الباقيين اللي معاه .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q137,ما الجملة المذكورة في هذا السياق؟,في كل الصحف بعنوان:,Easy,في كل الصحف بعنوان:,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q138,كيف صيغت العبارة هنا؟,اسم الله عليه، اسم الله عليه!,Medium,اسم الله عليه ، اسم الله عليه !,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q139,ما الذي قيل في هذا الجزء؟,كانت مغطية على بعض الحقايق  في هذه الحادثة،,Easy,كانت مغطيه علي بعض الحقايق في هذه الحادثه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q140,ما النص الحرفي المذكور في هذه الفقرة؟,كان المفروض هو اللي يغرّقه،,Medium,كان المفروض هو اللي يغرقه ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q141,ماذا ورد في هذا الموضع من النص؟,"على أمراض ""جون"" الجسدية،",Easy,علي امراض جون الجسديه ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q142,ما الجملة المذكورة في هذا السياق؟,والملاريا والعملية بتاعة الزورق،,Medium,والملاريا والعمليه بتاعه الزورق ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q143,كيف صيغت العبارة هنا؟,"""ابني بطل، ابني بطل.""",Easy,ابني بطل ، ابني بطل .,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q144,ما الذي قيل في هذا الجزء؟,قبل أن يكون هُناك لجان إلكترونية!,Medium,قبل ان يكون هناك لجان الكترونيه !,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q145,ما النص الحرفي المذكور في هذه الفقرة؟,"لحد ما يدخل الـ""كونجرس""،",Easy,لحد ما يدخل الكونجرس ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q146,ماذا ورد في هذا الموضع من النص؟,بصورة الشاب الوسيم،,Medium,بصوره الشاب الوسيم ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q147,ما الجملة المذكورة في هذا السياق؟,واقف أمامنا بالمسكّنات والكورتيزون،,Easy,واقف امامنا بالمسكنات والكورتيزون ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q148,كيف صيغت العبارة هنا؟,ماشي بشنطة الأدوية!,Medium,ماشي بشنطه الادويه !,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q149,ما الذي قيل في هذا الجزء؟,ليس مفروشًا بالورود،,Easy,ليس مفروشا بالورود ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q150,ما النص الحرفي المذكور في هذه الفقرة؟,كان أشبه بقُمار،,Medium,كان اشبه بقمار ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q151,ماذا ورد في هذا الموضع من النص؟,فهم المزاج الأمريكي في اللحظة دي،,Easy,فهم المزاج الامريكي في اللحظه دي ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q152,ما الجملة المذكورة في هذا السياق؟,اللي احنا عايشينه دا،,Medium,اللي احنا عايشينه دا ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q153,كيف صيغت العبارة هنا؟,بمظهر ليّن ومتساهل مع الشيوعية،,Easy,بمظهر لين ومتساهل مع الشيوعي ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q154,ما الذي قيل في هذا الجزء؟,"قبل ما تبدأ.""",Medium,قبل ما تبدا .,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q155,ما النص الحرفي المذكور في هذه الفقرة؟,"إدارة ""أيزنهاور""، إدارة ""نيكسون""،",Easy,اداره ايزنهاور ، اداره نيكسون ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q156,ماذا ورد في هذا الموضع من النص؟,هتغيّر السباق كله لصالحه.,Medium,هتغير السباق كله لصالحه .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q157,ما الجملة المذكورة في هذا السياق؟,من آخر مكان تتوقعه آنذاك،,Easy,من اخر مكان تتوقعه انذاك ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q158,كيف صيغت العبارة هنا؟,"على أول مناظرة رئاسية في تاريخ ""أمريكا""،",Medium,علي اول مناظره رياسيه في تاريخ امريكا ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q159,ما الذي قيل في هذا الجزء؟,وباين عليه الإراهق،,Easy,وباين عليه الاراهق ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q160,ما النص الحرفي المذكور في هذه الفقرة؟,خلّى ملايين الأمريكان يحسموا اختيارهم،,Medium,خلي ملايين الامريكان يحسموا اختيارهم ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q161,ماذا ورد في هذا الموضع من النص؟,كانت قبل الانتخابات بأسبوعين،,Easy,كانت قبل الانتخابات باسبوعين ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q162,ما الجملة المذكورة في هذا السياق؟,من غير تهمة حقيقية،,Medium,من غير تهمه حقيقيه ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q163,كيف صيغت العبارة هنا؟,"وبيقولوله: ""انت عملت خرق لشروط الإفراج،",Easy,وبيقولوله: انت عملت خرق لشروط الافراج ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q164,ما الذي قيل في هذا الجزء؟,"مش تروح تخربها في المرور!""",Medium,مش تروح تخربها في المرور !,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q165,ما النص الحرفي المذكور في هذه الفقرة؟,راح حاكم عليه بـ4 شهور سجن،,Easy,راح حاكم عليه ب 4 شهور سجن ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q166,ماذا ورد في هذا الموضع من النص؟,خرجت عشان تطلب المساعدة،,Medium,خرجت عشان تطلب المساعده ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q167,ما الجملة المذكورة في هذا السياق؟,"لـ""مارتن لوثر كينج"".",Easy,لمارتن لوثر كينج .,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q168,كيف صيغت العبارة هنا؟,قرر إنه ياخد موقف إيجابي،,Medium,قرر انه ياخد موقف ايجابي ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q169,ما الذي قيل في هذا الجزء؟,"من وضعك ووضع الدكتور (كينج)، جوزك.""",Easy,من وضعك ووضع الدكتور ، جوزك .,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q170,ما النص الحرفي المذكور في هذه الفقرة؟,"ويساعد ""مارتن لوثر كينج""،",Medium,ويساعد مارتن لوثر كينج ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q171,ماذا ورد في هذا الموضع من النص؟,"و""شكرًا يا عم (جون كينيدي).""",Easy,وشكرا يا عم .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q172,ما الجملة المذكورة في هذا السياق؟,"بيصوتوا لـ""جون إف. كينيدي""،",Medium,بيصوتوا لجون اف . كينيدي ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q173,كيف صيغت العبارة هنا؟,"على اللي بيحصل في ""إلينوي""،",Easy,علي اللي بيحصل في الينوي ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q174,ما الذي قيل في هذا الجزء؟,"اللي كان ناوي يدّي صوته لـ""نيكسون""،",Medium,اللي كان ناوي يدي صوته لنيكسون ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q175,ما النص الحرفي المذكور في هذه الفقرة؟,والآن أعرف مَن هو رئيسي.,Easy,والان اعرف من هو رييسي .,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q176,ماذا ورد في هذا الموضع من النص؟,اعترف بعدها بسنتين،,Medium,اعترف بعدها بسنتين ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q177,ما الجملة المذكورة في هذا السياق؟,إن هُما يغيّروا نتيجة الانتخابات.,Easy,ان هما يغيروا نتيجه الانتخابات .,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q178,كيف صيغت العبارة هنا؟,"تُعرف باسم ""الآفاق الجديدة""،",Medium,تعرف باسم الافاق الجديده ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q179,ما الذي قيل في هذا الجزء؟,كانوا اختبارات شديدة الصعوبة،,Easy,كانوا اختبارات شديده الصعوبه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q180,ما النص الحرفي المذكور في هذه الفقرة؟,"كانت أزمة ""خليج الخنازير"" سنة 1961،",Medium,كانت ازمه خليج الخنازير سنه 1961 ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q181,ماذا ورد في هذا الموضع من النص؟,"إنها تخش ""كوبا"" وتُسقِط ""كاسترو""،",Easy,انها تخش كوبا وتسقط كاسترو ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q182,ما الجملة المذكورة في هذا السياق؟,"شوية قلق داخلي، وهوبا، هيطير!""",Medium,شويه قلق داخلي ، وهوبا ، هيطير !,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q183,كيف صيغت العبارة هنا؟,وتحولت إلى فضيحة كاملة،,Easy,وتحولت الي فضيحه كامله ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q184,ما الذي قيل في هذا الجزء؟,"و""كينيدي"" طلع يعترف بالفضيحة قُدّام العالم،",Medium,وكينيدي طلع يعترف بالفضيحه قدام العالم ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q185,ما النص الحرفي المذكور في هذه الفقرة؟,متعلّم الدرس كويس،,Easy,متعلم الدرس كويس ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q186,ماذا ورد في هذا الموضع من النص؟,"مش هشتريه أوي!""",Medium,مش هشتريه اوي !,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q187,ما الجملة المذكورة في هذا السياق؟,"كان في قمة ""فيينا"" 1961،",Easy,كان في قمه فيينا 1961 ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q188,كيف صيغت العبارة هنا؟,"الزعيم السوفييتي ""نيكيتا خورتشوف""،",Medium,الزعيم السوفييتي نيكيتا وخورتشوف ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q189,ما الذي قيل في هذا الجزء؟,"الراجل دا كان قاعد جنب ""ستالين""،",Easy,الراجل دا كان قاعد جنب ستالين ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q190,ما النص الحرفي المذكور في هذه الفقرة؟,حاسس إن هو شاب، لا مؤاخذة، طري،,Medium,حاسس ان هو شاب ، لا مواخذه ، طري ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q191,ماذا ورد في هذا الموضع من النص؟,"من غير ما أقولّك، يا لا، أنا ما أعرفكش!""",Easy,من غير ما اقولك ، يا لا ، انا ما اعرفكش !,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q192,ما الجملة المذكورة في هذا السياق؟,"""نيكيتا"" هيختبر ""كينيدي"" اختبار تاني،",Medium,نيكيتا هيختبر كينيدي اختبار تاني ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q193,كيف صيغت العبارة هنا؟,في المشروع،,Easy,في المشروع ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q194,ما الذي قيل في هذا الجزء؟,للسلاح النووي كسلاح مُهدِّد،,Medium,للسلاح النووي كسلاح مهدد ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q195,ما النص الحرفي المذكور في هذه الفقرة؟,على استراتيجيات مرنة،,Easy,علي استراتيجيات مرنه ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q196,ماذا ورد في هذا الموضع من النص؟,"""كينيدي"" بيوجّه إنذار صريح،",Medium,كينيدي بيوجه انذار صريح ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q197,ما الجملة المذكورة في هذا السياق؟,إن هو هيسحب الصواريخ،,Easy,ان هو هيسحب الصواريخ ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q198,كيف صيغت العبارة هنا؟,صواريخكم الأمريكية من (تركيا).,Medium,صواريخكم الامريكي من .,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q199,ما الذي قيل في هذا الجزء؟,مش بتهدد الأمن القومي لـ(حلوان)!,Easy,مش بتهدد الامن القومي ل !,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q200,ما النص الحرفي المذكور في هذه الفقرة؟,"حلّق على الوضع الإقليمي!""",Medium,حلق علي الوضع الاقليمي !,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q201,ماذا ورد في هذا الموضع من النص؟,"""كينيدي"" بيقولّه: ""أنا موافق.",Easy,كينيدي بيقوله: انا موافق .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q202,ما الجملة المذكورة في هذا السياق؟,يعني، عشان احنا دولة ديمقراطية،,Medium,يعني ، عشان احنا دوله ديمقراطيه ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q203,كيف صيغت العبارة هنا؟,"مش هنقول in public إن دا حصل.""",Easy,مش هنقول in public ان دا حصل .,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q204,ما الذي قيل في هذا الجزء؟,على حافة الفَناء النووي، بتنتهي الأزمة،,Medium,علي حافه الفناء النووي ، بتنتهي الازمه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q205,ما النص الحرفي المذكور في هذه الفقرة؟,حوّل الأزمة دي لصالحه،,Easy,حول الازمه دي لصالحه ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q206,ماذا ورد في هذا الموضع من النص؟,هو اللي أنقذ هذا الكوكب.,Medium,هو اللي انقذ هذا الكوكب .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q207,ما الجملة المذكورة في هذا السياق؟,في إن تطفّي الحرب الباردة،,Easy,في ان تطفي الحرب البارده ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q208,كيف صيغت العبارة هنا؟,اللي والعة في المطبخ عندك جوا؟!,Medium,اللي والعه في المطبخ عندك جوا ؟ !,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q209,ما الذي قيل في هذا الجزء؟,إن هُما على الأقل ساهموا بشكل كبير,Easy,ان هما علي الاقل ساهموا بشكل كبير,ما الذي قيل في هذا الجزء ؟,True
